com.samsung.shealth.preferences,6151003,1
text_value,float_value,update_time,create_time,long_value,blob_value,int_value,deviceuuid,pkg_name,double_value,datauuid
,,2021-02-04 15:28:45.260,2021-02-04 15:28:58.401,,,0,hzysVghu3B,com.sec.android.app.shealth,,settings.marketing_agreement,
