com.samsung.shealth.social.service_status,6151003,1
status,update_time,create_time,service_type,deviceuuid,pkg_name,datauuid
0,2021-02-04 15:28:58.692,2021-02-04 15:28:58.692,1,hzysVghu3B,com.sec.android.app.shealth,40d9821e-8063-471d-9565-e5734c323126,
0,2021-02-04 15:28:58.693,2021-02-04 15:28:58.693,2,hzysVghu3B,com.sec.android.app.shealth,1ce7dbc5-be7b-430a-bb70-3747fe15ae59,
