com.samsung.shealth.permission,6151003,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,0,2021-02-05 19:45:26.903,2021-02-04 15:28:57.634,data,,hzysVghu3B,com.sec.android.app.shealth,sync,1,5dbd52b2-4f54-5ed9-6b86-6d9d8ed0eccf,5dbd52b2-4f54-5ed9-6b86-6d9d8ed0eccf.optionals.json,
